words,character
"Stand by, Enterprise. (The cloud reaches them) Now! Energise and detonate! ",KIRK
Phasers are dead! Run for the cave! ,KIRK
These are the most beautiful women in the galaxy. But where are the men? ,MCCOY
"No choice, Mister Scott. ",KIRK
The Disrupters? Who are they? ,SPOCK
How many more in your crew? ,SPOCK
"Just that. All levels were normal, then I get this biological surge of life form registering. No, now it's gone._ KIRK: As though a door opened and closed. ",MCCOY
Neither Jim nor I can trade a body we don't own. It happens to belong to a young woman. ,MCCOY
"I know I'm going to try, Spock, because my life is back there, and I want that life. ",MCCOY
Lieutenant. Lieutenant. ,KIRK
Life support systems sustaining on emergency. ,SPOCK
"Captain, we are being watched. ",SPOCK
I'll explain later. ,MCCOY
"Come on, Spock. If you've got the answer, tell us. ",MCCOY
Or attack. ,KIRK
I cannot take sides. ,KIRK
Sickbay to lab. Anything new on those bios? ,MCCOY
"I know what you're saying, Jim, but if you go down on that planet and you die there  KIRK: Right now we have only two choices. Live in an aquarium somewhere for the rest of our lives or stay on Argo. I won't accept either one of them. ",MCCOY
"On the contrary, Commodore. As presiding officer and as second in command of the Enterprise, the responsibility is mine. Captain Kirk, would you like to make a statement? ",SPOCK
"McCoy! He's in  (McCoy comes out and they greet each other enthusiastically. A truck is coming down the street as Edith starts to cross, not looking.) ",KIRK
"No, but thank you anyway. ",KIRK
Bickering is pointless. I'll check on the Captain's progress.,SPOCK
McCoy here. ,MCCOY
"We're travelling at a safe distance from the nova, Mrs. April. ",SPOCK
"Less than an hour, Jim. His body functions are slipping fast now. ",MCCOY
Maybe you'd like to relieve Doctor McCoy. What about Chekov? ,KIRK
Stand by to beam up landing party. ,KIRK
"Have the Lieutenant and Mister Scott in the briefing room as quickly as possible. Bring all available biographical material with you. Kirk out. Mister Spock, come with me. ",KIRK
"This is Captain James Kirk of the USS Enterprise on Federation business. Our mission is peaceful, but we're not prepared to accept any interference. ",KIRK
"An entire human colony, a whole settlement. One hundred men, women and children. Who did it? And why? (communicator beep) Kirk here.",KIRK
"Lieutenant Lysa, inform all sectors of my decision. Have each section send a representative to the place of execution on the hangar deck. Mister Chekov, how far to the Benecia Colony? ",KIRK
"Well, Jaris is all right. ",MCCOY
We've got to get out of here. ,KIRK
Keep those screens up. Worry about us when the ship is safe. ,KIRK
"I think I see  (But a volcanic eruption knocks him off his feet and he drops the communicator. It gets hit with a globule of lava. Kirk runs for it, dodging lava flows until he finds a miniature city. Then he is caught in a transporter beam) ",KIRK
"No, he didn't. (gets out communicator) Spock? See to the landing parties, would you, Mister Sulu. ",KIRK
Only one signal. What happened? ,MCCOY
Khan is holding our staff in the briefing room. His men have control of the ship. ,SPOCK
I'm glad to hear it. ,MCCOY
Then employ one of your own superstitions. Wish me luck. ,SPOCK
"Doctor McCoy, while Mister Spock was busy with his ambitious plot, what were you doing? ",KIRK
"Nor in our universe, Captain. It came from outside. ",SPOCK
It's like a vast Sargasso Sea. A graveyard of ships from every civilisation imaginable. ,KIRK
"The same indication as shown at the door, Captain. A very strong corrosive. ",SPOCK
Not really. ,KIRK
"You will proceed from level to level, checking out every foot, every opening. You are searching for some sort of creature which is highly resistant to phaser fire. Phasers will be set on maximum, and remember this. Fifty people have died. I want no more deaths. ",KIRK
"Don't be insulting, Doctor. They remind me of the lilies of the field. They toil not, neither do they spin. But they seem to eat a great deal. I see no practical use for them. ",SPOCK
"Yes, Captain? ",SPOCK
It might be. Come with me.,KIRK
"We'll get you, Spock. It won't be long. ",KIRK
"It seems a logical assumption, Captain. ",SPOCK
Mister Spock. ,KIRK
You mean it makes a good bowstring. ,KIRK
"What is it, Gabler. ",KIRK
"Yes, Bones. ",KIRK
"Mister Spock, historical report. ",KIRK
"This is a barren world. Limited vegetation, no apparent animal life. ",MCCOY
"(helps her out of vent) Helen, are you all right? (kisses her) ",KIRK
The spores. They're gone. I don't belong anymore. ,SPOCK
"Bones, I need some answers. What's happening to us? ",KIRK
"Yes, I do. I've given you back the horrors of war. The Vendikans now assume that you've broken your agreement and that you're preparing to wage real war with real weapons. They'll want do the same. Only the next attack they launch will do a lot more than count up numbers in a computer. They'll destroy cities, devastate your planet. You of course will want to retaliate. If I were you, I'd start making bombs. Yes, Councilman, you have a real war on your hands. You can either wage it with real weapons, or you might consider an alternative. Put an end to it. Make peace._ ANAN: There can be no peace. Don't you see? We've admitted it to ourselves. We're a killer species. It's instinctive. It's the same with you. Your General Order Twenty Four. ",KIRK
What alternative? ,KIRK
I don't know. ,MCCOY
"Not only is something after us, but it's after the ship as well. ",KIRK
We agree. ,KIRK
"I wouldn't depend too much what he says in that half-conscious state. He could be dreaming, saying what he thought you wanted to hear.",MCCOY
Release the transmitter. ,KIRK
They're certainly aware by now that we're totally incapable of it.,SPOCK
What? ,KIRK
"He's too young, Captain. ",SPOCK
"Someone special. A perfect specimen, perhaps. Yes, I've heard it too. ",KIRK
"Nurse, would you mind, please? ",MCCOY
Quite correct. ,SPOCK
"Yes, he is. ",KIRK
"Doctor, just come with me, please. ",SPOCK
I have a feeling that they or it could destroy us just standing here if they or it wanted to. ,KIRK
Analysis on my comparison co-ordinates. ,SPOCK
"The last slide I examined, I failed to make the necessary adjustment. The slowing down of my own responses  KIRK: Never mind that, what did you find? ",MCCOY
A simple transference. Their minds and ours. ,KIRK
Then it's a device. You do use tools. ,KIRK
We're free people. We belong to no one. ,KIRK
Mister Spock. (comes upon child's tricycle) ,KIRK
Gravitation on automatic. (consoles blow up) Emergency stations.,KIRK
"That's why we're here, Bones. Gentlemen, we'll travel light.",KIRK
"Mister Spock, how many people are on Memory Alpha? ",KIRK
"Mister Spock, we have guests. Adjust transporter to wide field.",KIRK
Kirk here. ,KIRK
Fascinating. Pure energy. Pure thought. Totally incorporeal. Not life as we know it at all. ,SPOCK
The alien is the real threat. That's the enemy we have to wipe out. ,KIRK
"That's more like it. Since the Capellans never developed the bow, this may come as big a surprise as gunpowder was on Earth. ",KIRK
"Very efficient. Mister Sulu, rig all transmission circuits for maximum power generation. Compute for reversal of polarity of the field around the ship. ",SPOCK
Agreed. We'll try to make for the eye of the storm. ,KIRK
"We know her future. Within six years from now, she'll become very important. Nationally famous. ",KIRK
Let's go. ,KIRK
"I am here to get that zenite. If these will help me get them, I'll use them. ",KIRK
"The cloaking device is working perfectly, and the commander has informed me that even the Romulan sensors cannot track a vessel so equipped. ",SPOCK
"Captain, we are being probed. ",SPOCK
"I'm sorry, Agmar, but I don't like puzzles. Where are the rest of your people? ",KIRK
Very well. Kirk out. ,KIRK
"Attention, Commander Finney, report to pod for reading on ion plates. ",SPOCK
"Is something wrong, Miss Chapel? ",MCCOY
"We have twelve minutes and twenty seven seconds. I suggest you do whatever you can in the service crawlway, while I make the computer study.",SPOCK
Does the recorder marker have this on its tapes?,KIRK
"It is gone now, Captain, but it seems to have deposited an alien presence. ",SPOCK
I am inside you. ,SPOCK
"Jim, the analysis of this so far is potassium thirty five percent, carbon eighteen percent, phosphorous one point zero, calcium one point five. Jim, the crew didn't leave. They're still here. ",MCCOY
"Exactly. I know the bullets are unreal, therefore they cannot harm me. ",SPOCK
"Captain, it took millions of years for the Organians to evolve into what they are. Even the gods did not spring into being overnight.",SPOCK
"In other words, it's too good to be true. ",KIRK
No. That won't be necessary. We can talk. Maybe reach an agreement.,KIRK
"Oh, I find that shocking. ",MCCOY
"Yes, there is a purpose, but what is it? Has all the pain and terror happened, or been made to happen for you? ",KIRK
Apparently their battle capacity is down. They only damaged it. ,SPOCK
Bridge to Captain Kirk. ,SPOCK
There were no witnesses? ,KIRK
"If my first officer states he received a transmission from  MENDEZ: Jim, I'm not doubting anyone's word. I'm simply telling you it's impossible.",KIRK
Primitive computer. I've seen them demonstrated in museums. ,KIRK
"Yes, Vanna. They never happened. Mister Advisor? (Plasus nods)",KIRK
"She's human. Down to the last blood cell, she's human. Down to the last thought, hope, aspiration, emotion, she's human. The human spirit is free. You have no power of ownership. She's free to do as she wishes. ",KIRK
Yes! Yes! Atoz! ,KIRK
The term is amusement park.,SPOCK
"Its metabolic rate. It's impossibly high as if it's burning itself up, almost as if it aged a century in just the past few minutes.",MCCOY
He has been subjected to questioning under verifier scan and truth drug. He reveals nothing. I suggest his mind has been so conditioned as part of a preconceived plan. ,SPOCK
"It seems logical, Captain. The Horta has a very logical mind.",SPOCK
Lock on to secondary city. ,SPOCK
"Biopsy lab. Biopsy, where's my report?",MCCOY
Spock? ,KIRK
You better come back with me to the library. You'll be safe there. Doctor McCoy can see to those bruises. ,KIRK
"Captain, I just read some fresh signs. ",SPOCK
"It's killing the Captain. Shoot it, Doctor, quickly! ",SPOCK
We've got to save him. ,KIRK
"My muscles are sore, that's all. ",KIRK
Captain! Jim! ,SPOCK
"We're tired, sore, hurt and angry, but we're also just about there. I'll scout ahead. Everybody else stay together, keep moving. ",KIRK
"That doesn't surprise me, Mister Spock. I can't imagine a mirage ever disturbing those mathematically perfect brain waves of yours. ",MCCOY
Examining you. ,MCCOY
"Very well, then. If that's the case, you must make certain that the alien vessel never reaches its home base.",SPOCK
Give us your transporter co-ordinates. We're beaming aboard. ,KIRK
On overload. (starts searching) ,SPOCK
"Bones, increase the dosage. ",KIRK
Yes. I know. ,KIRK
